द्रब्यशाहमध्ये,द्रब्यशाह,('SFX', '22', '0', 'मध्ये', '.')
जुठोसहित,जुठो,('SFX', '22', '0', 'सहित', '.')
जानकीहरूप्रति,जानकी,('SFX', '18', '0', 'हरूप्रति', '.')
जानकीभन्दा,जानकी,('SFX', '22', '0', 'भन्दा', '.')
जानकीसहितका,जानकी,('SFX', '22', '0', 'सहितका', '.')
जानकीभित्र,जानकी,('SFX', '22', '0', 'भित्र', '.')
जानकीहरूको,जानकी,('SFX', '18', '0', 'हरूको', '.')
मुढिदिन्छस्,मुढि,('SFX', '43', '0', 'दिन्छस्', '[िइ]')
मुढिइने,मुढि,('SFX', '8', '0', 'इने', '[िा]')
मुढिँदैनौ,मुढि,('SFX', '8', '0', 'ँदैनौ', '.')
मुढिदिनु,मुढि,('SFX', '43', '0', 'दिनु', '[िइ]')
सप्काइसकोस्,सप्काइ,('SFX', '43', '0', 'सकोस्', '[िइ]')
सप्काइहाल्थिन्,सप्काइ,('SFX', '43', '0', 'हाल्थिन्', '[िइ]')
सप्काइहाल्दैनन्,सप्काइ,('SFX', '43', '0', 'हाल्दैनन्', '[िइ]')
सप्काइदिनेछस्,सप्काइ,('SFX', '43', '0', 'दिनेछस्', '[िइ]')
सप्काइहाल्थ्यौँ,सप्काइ,('SFX', '43', '0', 'हाल्थ्यौँ', '[िइ]')
छिरलोपछि,छिरलो,('SFX', '22', '0', 'पछि', '.')
छिरलोअनुसार,छिरलो,('SFX', '22', '0', 'अनुसार', '.')
छिरलोभित्र,छिरलो,('SFX', '22', '0', 'भित्र', '.')
छिरलोपछिको,छिरलो,('SFX', '22', '0', 'पछिको', '.')
छिरलोसहित,छिरलो,('SFX', '22', '0', 'सहित', '.')
सेरोफेरोअघिदेखि,सेरोफेरो,('SFX', '22', '0', 'अघिदेखि', '.')
सेरोफेरोसम्ममा,सेरोफेरो,('SFX', '22', '0', 'सम्ममा', '.')
सेरोफेरोजस्तै,सेरोफेरो,('SFX', '22', '0', 'जस्तै', '.')
सेरोफेरोलाई,सेरोफेरो,('SFX', '15', '0', 'लाई', '.')
सेरोफेरोमाथिबाट,सेरोफेरो,('SFX', '22', '0', 'माथिबाट', '.')
उपलक्ष्यहरूसँग,उपलक्ष्य,('SFX', '18', '0', 'हरूसँग', '.')
उपलक्ष्यअघिदेखि,उपलक्ष्य,('SFX', '22', '0', 'अघिदेखि', '.')
उपलक्ष्यअघि,उपलक्ष्य,('SFX', '22', '0', 'अघि', '.')
उपलक्ष्यहरूको,उपलक्ष्य,('SFX', '18', '0', 'हरूको', '.')
उपलक्ष्यका,उपलक्ष्य,('SFX', '15', '0', 'का', '.')
निर्बाधसँगै,निर्बाध,('SFX', '15', '0', 'सँगै', '.')
निर्बाधजस्तै,निर्बाध,('SFX', '22', '0', 'जस्तै', '.')
निर्बाधसहित,निर्बाध,('SFX', '15', '0', 'सहित', '.')
निर्बाधसित,निर्बाध,('SFX', '15', '0', 'सित', '.')
निर्बाधसँग,निर्बाध,('SFX', '15', '0', 'सँग', '.')
अनुभूतसित,अनुभूत,('SFX', '15', '0', 'सित', '.')
अनुभूतसँगको,अनुभूत,('SFX', '15', '0', 'सँगको', '.')
अनुभूतझैँ,अनुभूत,('SFX', '22', '0', 'झैँ', '.')
अनुभूतभित्रका,अनुभूत,('SFX', '22', '0', 'भित्रका', '.')
अनुभूतसहितका,अनुभूत,('SFX', '22', '0', 'सहितका', '.')
छेकिसकेकी,छेक्,('SFX', '1', '्', 'िसकेकी', '्')
छेकेन,छेक्,('SFX', '1', '्', 'ेन', '्')
छेक्दैछु,छेक्,('SFX', '1', '0', 'दैछु', '्')
छेकेनौँ,छेक्,('SFX', '1', '्', 'ेनौँ', '्')
छेकिनौ,छेक्,('SFX', '1', '्', 'िनौ', '्')
जुर्नसक्यो,जुर्,('SFX', '41', '0', 'नसक्यो', '्')
जुर्नसकिनेछ,जुर्,('SFX', '41', '0', 'नसकिनेछ', '्')
जुर्दो,जुर्,('SFX', '1', '0', 'दो', '्')
जुर्नुपरेका,जुर्,('SFX', '41', '0', 'नुपरेका', '्')
जुर्नसक्नुहुन्छ,जुर्,('SFX', '41', '0', 'नसक्नुहुन्छ', '्')
भजेनौ,भज्,('SFX', '1', '्', 'ेनौ', '्')
भज्नुहुन्छ,भज्,('SFX', '41', '0', 'नुहुन्छ', '्')
भज्नसक्थिन्,भज्,('SFX', '41', '0', 'नसक्थिन्', '्')
भजिन्,भज्,('SFX', '1', '्', 'िन्', '्')
भज्छिन्,भज्,('SFX', '1', '0', 'छिन्', '्')
जुलुमसहितका,जुलुम,('SFX', '22', '0', 'सहितका', '.')
जुलुमबिना,जुलुम,('SFX', '15', '0', 'बिना', '.')
जुलुमसम्म,जुलुम,('SFX', '22', '0', 'सम्म', '.')
जुलुमसम्बन्धी,जुलुम,('SFX', '22', '0', 'सम्बन्धी', '.')
जुलुमसहितको,जुलुम,('SFX', '22', '0', 'सहितको', '.')
वीरेन्द्रकुमारमाथिका,वीरेन्द्रकुमार,('SFX', '22', '0', 'माथिका', '.')
वीरेन्द्रकुमारपछिका,वीरेन्द्रकुमार,('SFX', '22', '0', 'पछिका', '.')
वीरेन्द्रकुमारभन्दापर,वीरेन्द्रकुमार,('SFX', '22', '0', 'भन्दापर', '.')
वीरेन्द्रकुमारहरूसँगको,वीरेन्द्रकुमार,('SFX', '18', '0', 'हरूसँगको', '.')
वीरेन्द्रकुमारतिर,वीरेन्द्रकुमार,('SFX', '22', '0', 'तिर', '.')
करोडपट्टि,करोड,('SFX', '22', '0', 'पट्टि', '.')
करोडपछि,करोड,('SFX', '22', '0', 'पछि', '.')
करोडबिना,करोड,('SFX', '15', '0', 'बिना', '.')
करोडसम्ममा,करोड,('SFX', '22', '0', 'सम्ममा', '.')
करोडसम्मका,करोड,('SFX', '22', '0', 'सम्मका', '.')
आउँदा,आउँदो,('SFX', '14', 'ो', 'ा', 'ो')
आउँदी,आउँदो,('SFX', '14', 'ो', 'ी', 'ो')
खुर्लिङ्गा,खुर्लिङ्गो,('SFX', '14', 'ो', 'ा', 'ो')
खुर्लिङ्गी,खुर्लिङ्गो,('SFX', '14', 'ो', 'ी', 'ो')
टाँकाभित्रै,टाँका,('SFX', '22', '0', 'भित्रै', '.')
टाँकाअघि,टाँका,('SFX', '22', '0', 'अघि', '.')
टाँकामा,टाँका,('SFX', '15', '0', 'मा', '.')
टाँकाहरूसमेत,टाँका,('SFX', '18', '0', 'हरूसमेत', '.')
टाँकाका,टाँका,('SFX', '15', '0', 'का', '.')
चौरानब्बेसहितको,चौरानब्बे,('SFX', '22', '0', 'सहितको', '.')
चौरानब्बेसम्ममा,चौरानब्बे,('SFX', '22', '0', 'सम्ममा', '.')
चौरानब्बेबिना,चौरानब्बे,('SFX', '15', '0', 'बिना', '.')
चौरानब्बेसहित,चौरानब्बे,('SFX', '22', '0', 'सहित', '.')
चौरानब्बेअघिदेखि,चौरानब्बे,('SFX', '22', '0', 'अघिदेखि', '.')
फापरसम्मका,फापर,('SFX', '22', '0', 'सम्मका', '.')
फापरमात्र,फापर,('SFX', '22', '0', 'मात्र', '.')
फापरले,फापर,('SFX', '15', '0', 'ले', '.')
फापरभित्रै,फापर,('SFX', '22', '0', 'भित्रै', '.')
फापरतिर,फापर,('SFX', '22', '0', 'तिर', '.')
रामचन्द्रकै,रामचन्द्र,('SFX', '22', '0', 'कै', '.')
रामचन्द्रलगायत,रामचन्द्र,('SFX', '22', '0', 'लगायत', '.')
रामचन्द्रजस्ता,रामचन्द्र,('SFX', '22', '0', 'जस्ता', '.')
रामचन्द्रसहित,रामचन्द्र,('SFX', '22', '0', 'सहित', '.')
रामचन्द्रभन्दापर,रामचन्द्र,('SFX', '22', '0', 'भन्दापर', '.')
पिँढीमात्र,पिँढी,('SFX', '22', '0', 'मात्र', '.')
पिँढीअघि,पिँढी,('SFX', '22', '0', 'अघि', '.')
पिँढीबाहेक,पिँढी,('SFX', '22', '0', 'बाहेक', '.')
पिँढीप्रति,पिँढी,('SFX', '22', '0', 'प्रति', '.')
पिँढीबिना,पिँढी,('SFX', '15', '0', 'बिना', '.')
खीललाई,खील,('SFX', '15', '0', 'लाई', '.')
खीलबाट,खील,('SFX', '15', '0', 'बाट', '.')
खीलतर्फ,खील,('SFX', '22', '0', 'तर्फ', '.')
खीलसँगका,खील,('SFX', '15', '0', 'सँगका', '.')
खीलपछिका,खील,('SFX', '22', '0', 'पछिका', '.')
करहरूप्रति,कर,('SFX', '18', '0', 'हरूप्रति', '.')
करमाथिको,कर,('SFX', '22', '0', 'माथिको', '.')
करसँग,कर,('SFX', '15', '0', 'सँग', '.')
करबीच,कर,('SFX', '22', '0', 'बीच', '.')
करमध्ये,कर,('SFX', '22', '0', 'मध्ये', '.')
सुनखानीसमेत,सुनखानी,('SFX', '22', '0', 'समेत', '.')
सुनखानीअघिदेखि,सुनखानी,('SFX', '22', '0', 'अघिदेखि', '.')
सुनखानीहरूबाट,सुनखानी,('SFX', '18', '0', 'हरूबाट', '.')
सुनखानीसम्बन्धी,सुनखानी,('SFX', '22', '0', 'सम्बन्धी', '.')
सुनखानीसहितको,सुनखानी,('SFX', '22', '0', 'सहितको', '.')
भित्तिपछिकी,भित्ति,('SFX', '22', '0', 'पछिकी', '.')
भित्तिबाट,भित्ति,('SFX', '15', '0', 'बाट', '.')
भित्तिसहित,भित्ति,('SFX', '15', '0', 'सहित', '.')
भित्तिमाथिबाट,भित्ति,('SFX', '22', '0', 'माथिबाट', '.')
भित्तिसम्ममा,भित्ति,('SFX', '22', '0', 'सम्ममा', '.')
कुसुन्डोअघि,कुसुन्डो,('SFX', '22', '0', 'अघि', '.')
कुसुन्डोलगायत,कुसुन्डो,('SFX', '22', '0', 'लगायत', '.')
कुसुन्डोभित्रका,कुसुन्डो,('SFX', '22', '0', 'भित्रका', '.')
कुसुन्डोभित्र,कुसुन्डो,('SFX', '22', '0', 'भित्र', '.')
कुसुन्डोसहितको,कुसुन्डो,('SFX', '22', '0', 'सहितको', '.')
द्वेषसम्मको,द्वेष,('SFX', '22', '0', 'सम्मको', '.')
